lead_id,lead_created_ts,lead_source_raw,raw_campaign_name,customer_type,preferred_unit_type,budget_min,budget_max,lead_score,assigned_exec_id,project_id,project_name,city
L006731,21-05-2025 20:34,99acres,Referral_Partner,End User,2BHK,8000000,8000000,83,E17,P3,LakeFront,Hyderabad
L006732,02-12-2024 13:13,Google Ads,Google_Search,End User,Villa,6000000,13000000,34,E11,P1,GreenVista,Bengaluru
L006733,17-10-2024 19:13,Google Ads,FB_Q1,End User,2BHK,4500000,8000000,40,E11,P2,SkyHeights,Bengaluru
L006734,10-12-2024 15:46,Google Ads,FB_Q2,End User,Villa,8000000,6000000,91,E02,P5,PalmResidency,Pune
L006735,09-07-2024 06:57,99acres,FB_Q1,Investor,2BHK,8000000,10000000,83,E03,P2,SkyHeights,Bengaluru
L006736,22-03-2025 02:46,Walk-in,FB_Q2,End User,Villa,6000000,6000000,9,E24,P1,GreenVista,Bengaluru
L006737,31-01-2025 10:22,Facebook Ads,FB_Q1,End User,3BHK,4500000,6000000,19,E12,P3,LakeFront,Hyderabad
L006738,10-04-2024 10:07,99acres,FB_Q2,End User,Villa,6000000,10000000,91,E29,P4,UrbanNest,Pune
L006739,16-06-2024 04:18,Walk-in,Referral_Partner,End User,Villa,6000000,13000000,17,E18,P3,LakeFront,Hyderabad
L006740,07-04-2025 20:00,Referral,FB_Q1,Investor,2BHK,4500000,6000000,36,E30,P5,PalmResidency,Pune
L006741,14-01-2024 07:08,Facebook Ads,Google_Search,End User,Villa,3000000,8000000,40,E22,P2,SkyHeights,Bengaluru
L006742,18-05-2024 14:02,99acres,FB_Q1,End User,3BHK,3000000,13000000,22,E17,P2,SkyHeights,Bengaluru
L006743,07-03-2025 23:10,99acres,FB_Q1,End User,Villa,4500000,6000000,33,E22,P2,SkyHeights,Bengaluru
L006744,27-03-2024 20:48,99acres,Referral_Partner,Investor,3BHK,8000000,6000000,11,E20,P3,LakeFront,Hyderabad
L006745,13-10-2024 03:48,Google Ads,FB_Q1,Investor,3BHK,4500000,13000000,48,E20,P2,SkyHeights,Bengaluru
L006746,20-02-2025 03:57,Walk-in,Organic,End User,2BHK,8000000,13000000,55,E30,P1,GreenVista,Bengaluru
L006747,11-01-2024 00:30,Walk-in,Organic,End User,Villa,8000000,13000000,19,E18,P3,LakeFront,Hyderabad
L006748,12-03-2025 01:06,99acres,FB_Q1,End User,Villa,8000000,13000000,27,E10,P1,GreenVista,Bengaluru
L006749,08-10-2024 16:47,99acres,Google_Search,End User,Villa,6000000,10000000,47,E20,P4,UrbanNest,Pune
L006750,04-03-2025 23:39,Walk-in,FB_Q1,End User,3BHK,3000000,13000000,65,E04,P1,GreenVista,Bengaluru
L006751,07-07-2024 04:29,Walk-in,FB_Q1,End User,2BHK,8000000,8000000,54,E12,P5,PalmResidency,Pune
L006752,21-02-2024 11:21,Walk-in,Referral_Partner,End User,3BHK,3000000,8000000,73,E08,P2,SkyHeights,Bengaluru
L006753,19-10-2024 22:29,MagicBricks,FB_Q2,End User,2BHK,3000000,8000000,47,E04,P1,GreenVista,Bengaluru
L006754,19-07-2024 00:20,99acres,FB_Q2,End User,2BHK,6000000,10000000,88,E29,P1,GreenVista,Bengaluru
L006755,13-06-2025 14:16,Referral,FB_Q1,End User,Villa,4500000,6000000,45,E28,P5,PalmResidency,Pune
L006756,18-03-2025 08:21,Referral,Referral_Partner,Investor,2BHK,8000000,10000000,58,E11,P3,LakeFront,Hyderabad
L006757,04-06-2025 05:54,Facebook Ads,Referral_Partner,Investor,3BHK,3000000,8000000,29,E21,P4,UrbanNest,Pune
L006758,19-11-2024 06:21,99acres,Referral_Partner,End User,2BHK,4500000,10000000,61,E30,P1,GreenVista,Bengaluru
L006759,16-05-2025 13:54,Google Ads,Organic,End User,3BHK,3000000,10000000,98,E19,P2,SkyHeights,Bengaluru
L006760,08-11-2024 20:04,Referral,Referral_Partner,End User,2BHK,4500000,13000000,65,E10,P4,UrbanNest,Pune
L006761,27-05-2025 23:56,MagicBricks,Google_Search,End User,3BHK,4500000,10000000,54,E10,P4,UrbanNest,Pune
L006762,09-08-2024 17:12,MagicBricks,Referral_Partner,End User,Villa,4500000,13000000,96,E14,P2,SkyHeights,Bengaluru
L006763,21-01-2024 16:54,Facebook Ads,FB_Q1,Investor,Villa,3000000,8000000,47,E13,P5,PalmResidency,Pune
L006764,16-11-2024 08:39,99acres,FB_Q1,End User,2BHK,3000000,8000000,27,E12,P2,SkyHeights,Bengaluru
L006765,20-02-2024 23:53,Walk-in,Referral_Partner,Investor,2BHK,6000000,6000000,37,E27,P3,LakeFront,Hyderabad
L006766,16-11-2024 04:59,MagicBricks,Google_Search,Investor,Villa,3000000,6000000,15,E08,P2,SkyHeights,Bengaluru
L006767,01-04-2025 11:58,Facebook Ads,FB_Q2,End User,2BHK,4500000,6000000,2,E06,P2,SkyHeights,Bengaluru
L006768,24-11-2024 12:46,99acres,FB_Q2,End User,Villa,3000000,13000000,42,E06,P5,PalmResidency,Pune
L006769,20-04-2024 22:44,MagicBricks,FB_Q1,End User,3BHK,6000000,13000000,56,E28,P1,GreenVista,Bengaluru
L006770,12-01-2024 13:20,MagicBricks,Organic,End User,Villa,6000000,10000000,82,E11,P4,UrbanNest,Pune
L006771,26-12-2024 07:32,Google Ads,Google_Search,End User,2BHK,6000000,8000000,99,E14,P5,PalmResidency,Pune
L006772,17-04-2024 01:35,Facebook Ads,FB_Q1,End User,2BHK,6000000,8000000,42,E24,P1,GreenVista,Bengaluru
L006773,13-04-2024 06:47,Walk-in,Google_Search,End User,2BHK,6000000,13000000,22,E19,P2,SkyHeights,Bengaluru
L006774,28-03-2024 17:22,Walk-in,Organic,End User,2BHK,4500000,10000000,39,E16,P5,PalmResidency,Pune
L006775,13-06-2024 01:01,Walk-in,Organic,End User,Villa,4500000,10000000,55,E04,P2,SkyHeights,Bengaluru
L006776,28-02-2025 00:44,Facebook Ads,FB_Q1,Investor,Villa,4500000,10000000,16,E27,P3,LakeFront,Hyderabad
L006777,13-01-2024 18:18,Google Ads,Referral_Partner,End User,Villa,6000000,8000000,15,E03,P2,SkyHeights,Bengaluru
L006778,07-04-2024 03:13,99acres,Referral_Partner,Investor,2BHK,6000000,6000000,78,E20,P4,UrbanNest,Pune
L006779,06-11-2024 11:43,Walk-in,Google_Search,End User,3BHK,8000000,6000000,46,E14,P4,UrbanNest,Pune
L006780,05-01-2024 15:33,99acres,FB_Q2,Investor,Villa,6000000,10000000,57,E11,P2,SkyHeights,Bengaluru
L006781,29-04-2025 01:47,Referral,Google_Search,End User,Villa,4500000,6000000,7,E02,P5,PalmResidency,Pune
L006782,04-05-2024 18:14,Referral,FB_Q1,End User,Villa,8000000,8000000,73,E12,P5,PalmResidency,Pune
L006783,21-03-2025 11:14,MagicBricks,Organic,End User,3BHK,3000000,13000000,50,E27,P4,UrbanNest,Pune
L006784,16-07-2024 15:39,99acres,FB_Q1,End User,2BHK,3000000,10000000,21,E13,P2,SkyHeights,Bengaluru
L006785,01-07-2024 16:54,MagicBricks,Organic,Investor,3BHK,4500000,6000000,51,E30,P4,UrbanNest,Pune
L006786,06-03-2024 02:01,Facebook Ads,Referral_Partner,Investor,3BHK,4500000,8000000,77,E18,P3,LakeFront,Hyderabad
L006787,17-04-2024 00:28,Google Ads,Organic,Investor,2BHK,3000000,13000000,94,E18,P4,UrbanNest,Pune
L006788,21-03-2025 23:59,Walk-in,Organic,End User,2BHK,3000000,8000000,55,E26,P3,LakeFront,Hyderabad
L006789,23-08-2024 06:41,Walk-in,FB_Q1,End User,2BHK,4500000,8000000,68,E26,P3,LakeFront,Hyderabad
L006790,29-02-2024 02:39,MagicBricks,Referral_Partner,Investor,Villa,3000000,6000000,53,E01,P2,SkyHeights,Bengaluru
L006791,11-09-2024 15:04,Facebook Ads,FB_Q1,Investor,Villa,3000000,10000000,83,E28,P4,UrbanNest,Pune
L006792,02-03-2024 13:16,99acres,FB_Q2,End User,2BHK,3000000,8000000,13,E26,P1,GreenVista,Bengaluru
L006793,16-02-2024 09:52,Facebook Ads,Referral_Partner,End User,Villa,6000000,8000000,9,E10,P5,PalmResidency,Pune
L006794,13-06-2024 00:20,Facebook Ads,Google_Search,End User,Villa,8000000,8000000,61,E03,P2,SkyHeights,Bengaluru
L006795,25-03-2024 14:42,MagicBricks,FB_Q1,End User,2BHK,6000000,10000000,27,E29,P5,PalmResidency,Pune
L006796,10-07-2024 06:41,Walk-in,FB_Q1,End User,2BHK,4500000,13000000,65,E05,P5,PalmResidency,Pune
L006797,30-04-2025 04:47,Google Ads,FB_Q1,Investor,2BHK,3000000,10000000,58,E15,P5,PalmResidency,Pune
L006798,04-02-2025 13:10,MagicBricks,Google_Search,End User,Villa,3000000,10000000,67,E26,P1,GreenVista,Bengaluru
L006799,12-02-2025 03:05,MagicBricks,Google_Search,End User,2BHK,4500000,10000000,78,E28,P3,LakeFront,Hyderabad
L006800,11-01-2025 15:21,MagicBricks,Google_Search,End User,Villa,8000000,6000000,97,E01,P2,SkyHeights,Bengaluru
L006801,09-06-2025 13:36,Walk-in,Referral_Partner,Investor,2BHK,3000000,13000000,7,E14,P1,GreenVista,Bengaluru
L006802,26-09-2024 07:48,Walk-in,FB_Q2,End User,3BHK,4500000,13000000,64,E23,P4,UrbanNest,Pune
L006803,06-03-2025 00:09,Walk-in,FB_Q1,Investor,2BHK,4500000,13000000,41,E06,P3,LakeFront,Hyderabad
L006804,06-01-2024 14:53,Facebook Ads,FB_Q1,Investor,Villa,4500000,8000000,27,E15,P1,GreenVista,Bengaluru
L006805,16-02-2024 08:00,Facebook Ads,Google_Search,Investor,Villa,4500000,10000000,49,E30,P1,GreenVista,Bengaluru
L006806,20-01-2025 04:37,Google Ads,Google_Search,End User,2BHK,8000000,6000000,6,E13,P2,SkyHeights,Bengaluru
L006807,06-01-2025 13:04,99acres,FB_Q1,End User,2BHK,6000000,13000000,95,E20,P5,PalmResidency,Pune
L006808,30-04-2025 05:35,99acres,Organic,Investor,2BHK,3000000,13000000,52,E03,P3,LakeFront,Hyderabad
L006809,26-03-2025 20:25,Facebook Ads,Referral_Partner,Investor,3BHK,3000000,6000000,79,E12,P1,GreenVista,Bengaluru
L006810,25-08-2024 01:19,Google Ads,Referral_Partner,End User,Villa,4500000,10000000,60,E26,P2,SkyHeights,Bengaluru
L006811,24-03-2025 14:37,Walk-in,FB_Q1,End User,3BHK,8000000,13000000,23,E22,P4,UrbanNest,Pune
L006812,20-02-2024 02:33,Referral,Google_Search,End User,3BHK,6000000,8000000,74,E03,P3,LakeFront,Hyderabad
L006813,28-02-2025 04:33,Facebook Ads,FB_Q1,End User,2BHK,6000000,6000000,90,E11,P1,GreenVista,Bengaluru
L006814,24-05-2024 02:59,Facebook Ads,FB_Q1,Investor,3BHK,4500000,6000000,6,E08,P3,LakeFront,Hyderabad
L006815,24-01-2025 04:20,Google Ads,Organic,End User,2BHK,8000000,13000000,92,E26,P4,UrbanNest,Pune
L006816,04-05-2024 06:41,Walk-in,Organic,End User,2BHK,6000000,13000000,45,E04,P5,PalmResidency,Pune
L006817,22-09-2024 23:28,Referral,Google_Search,End User,Villa,6000000,8000000,82,E13,P5,PalmResidency,Pune
L006818,26-01-2024 16:10,Referral,Referral_Partner,End User,2BHK,8000000,8000000,26,E22,P5,PalmResidency,Pune
L006819,06-08-2024 04:31,Google Ads,Google_Search,End User,3BHK,3000000,8000000,32,E29,P5,PalmResidency,Pune
L006820,04-03-2025 03:06,99acres,Referral_Partner,End User,3BHK,3000000,6000000,78,E30,P2,SkyHeights,Bengaluru
L006821,28-12-2024 18:32,MagicBricks,Google_Search,End User,Villa,6000000,13000000,77,E13,P1,GreenVista,Bengaluru
L006822,06-07-2024 06:17,99acres,Organic,Investor,2BHK,8000000,8000000,51,E22,P3,LakeFront,Hyderabad
L006823,01-08-2024 11:42,Google Ads,Referral_Partner,End User,3BHK,4500000,10000000,7,E08,P3,LakeFront,Hyderabad
L006824,11-09-2024 23:23,Referral,Google_Search,Investor,Villa,3000000,13000000,95,E28,P5,PalmResidency,Pune
L006825,17-11-2024 05:30,Referral,Referral_Partner,Investor,2BHK,3000000,10000000,48,E03,P3,LakeFront,Hyderabad
L006826,20-01-2025 18:44,Google Ads,FB_Q1,End User,Villa,3000000,10000000,18,E27,P3,LakeFront,Hyderabad
L006827,22-09-2024 22:10,Referral,Referral_Partner,Investor,2BHK,4500000,10000000,61,E04,P3,LakeFront,Hyderabad
L006828,04-08-2024 14:26,MagicBricks,Organic,End User,Villa,3000000,8000000,22,E16,P2,SkyHeights,Bengaluru
L006829,27-01-2025 20:54,Facebook Ads,Organic,End User,Villa,3000000,10000000,67,E22,P5,PalmResidency,Pune
L006830,15-03-2025 17:51,Facebook Ads,Google_Search,Investor,3BHK,6000000,8000000,9,E05,P2,SkyHeights,Bengaluru
L006831,24-10-2024 10:59,MagicBricks,Referral_Partner,End User,Villa,8000000,6000000,76,E10,P1,GreenVista,Bengaluru
L006832,19-01-2024 13:01,Facebook Ads,FB_Q1,End User,2BHK,3000000,10000000,91,E26,P2,SkyHeights,Bengaluru
L006833,11-11-2024 03:25,Facebook Ads,Referral_Partner,Investor,3BHK,3000000,13000000,41,E17,P2,SkyHeights,Bengaluru
L006834,06-12-2024 06:38,99acres,FB_Q2,Investor,Villa,8000000,13000000,31,E12,P5,PalmResidency,Pune
L006835,09-11-2024 21:25,Facebook Ads,Google_Search,End User,Villa,3000000,6000000,98,E08,P1,GreenVista,Bengaluru
L006836,14-08-2024 07:10,Walk-in,Referral_Partner,End User,Villa,3000000,6000000,18,E12,P1,GreenVista,Bengaluru
L006837,26-05-2024 07:54,Referral,FB_Q2,End User,2BHK,4500000,13000000,22,E14,P1,GreenVista,Bengaluru
L006838,26-02-2024 12:22,MagicBricks,Google_Search,End User,3BHK,8000000,6000000,16,E06,P5,PalmResidency,Pune
L006839,04-04-2025 00:44,Referral,FB_Q1,End User,2BHK,4500000,13000000,81,E04,P2,SkyHeights,Bengaluru
L006840,31-05-2025 10:38,Referral,FB_Q2,End User,2BHK,6000000,6000000,21,E12,P4,UrbanNest,Pune
L006841,21-06-2024 17:50,99acres,Organic,End User,2BHK,4500000,6000000,79,E02,P2,SkyHeights,Bengaluru
L006842,13-03-2024 22:40,99acres,Referral_Partner,End User,3BHK,6000000,8000000,57,E06,P1,GreenVista,Bengaluru
L006843,24-02-2024 06:28,MagicBricks,Referral_Partner,Investor,3BHK,8000000,10000000,20,E20,P2,SkyHeights,Bengaluru
L006844,18-02-2024 10:06,Facebook Ads,Referral_Partner,End User,3BHK,8000000,10000000,22,E17,P3,LakeFront,Hyderabad
L006845,20-08-2024 02:18,Google Ads,FB_Q2,End User,2BHK,4500000,6000000,97,E18,P2,SkyHeights,Bengaluru
L006846,06-09-2024 15:50,MagicBricks,Google_Search,End User,2BHK,3000000,13000000,21,E29,P2,SkyHeights,Bengaluru
L006847,01-01-2024 08:14,Referral,Organic,End User,3BHK,8000000,10000000,31,E02,P2,SkyHeights,Bengaluru
L006848,08-01-2025 12:23,Google Ads,FB_Q2,End User,2BHK,8000000,10000000,49,E05,P2,SkyHeights,Bengaluru
L006849,30-01-2025 08:16,Google Ads,FB_Q1,Investor,Villa,4500000,13000000,22,E04,P3,LakeFront,Hyderabad
L006850,19-11-2024 03:46,Google Ads,FB_Q1,End User,Villa,3000000,13000000,84,E03,P3,LakeFront,Hyderabad
L006851,12-02-2025 21:56,Referral,FB_Q2,Investor,3BHK,6000000,6000000,21,E28,P1,GreenVista,Bengaluru
L006852,03-10-2024 17:51,Google Ads,FB_Q2,End User,3BHK,3000000,8000000,79,E13,P4,UrbanNest,Pune
L006853,18-09-2024 04:41,Facebook Ads,FB_Q2,End User,3BHK,4500000,6000000,37,E17,P5,PalmResidency,Pune
L006854,06-04-2025 00:19,Walk-in,FB_Q1,End User,Villa,4500000,6000000,45,E15,P5,PalmResidency,Pune
L006855,02-08-2024 20:20,MagicBricks,FB_Q1,End User,3BHK,6000000,8000000,71,E15,P5,PalmResidency,Pune
L006856,23-06-2024 18:10,Walk-in,FB_Q1,End User,Villa,8000000,10000000,36,E04,P2,SkyHeights,Bengaluru
L006857,27-06-2024 17:59,MagicBricks,Google_Search,Investor,Villa,6000000,10000000,56,E07,P2,SkyHeights,Bengaluru
L006858,18-01-2025 02:14,Walk-in,Referral_Partner,End User,2BHK,3000000,13000000,21,E11,P4,UrbanNest,Pune
L006859,13-05-2025 01:35,Facebook Ads,Google_Search,End User,Villa,8000000,8000000,40,E17,P4,UrbanNest,Pune
L006860,01-01-2025 19:31,Google Ads,FB_Q1,End User,3BHK,3000000,6000000,66,E26,P4,UrbanNest,Pune
L006861,30-05-2024 10:23,99acres,Google_Search,End User,2BHK,8000000,10000000,61,E29,P5,PalmResidency,Pune
L006862,18-12-2024 07:55,Walk-in,Referral_Partner,Investor,Villa,8000000,6000000,96,E23,P1,GreenVista,Bengaluru
L006863,16-04-2025 14:53,MagicBricks,FB_Q1,End User,2BHK,8000000,6000000,9,E11,P2,SkyHeights,Bengaluru
L006864,01-10-2024 06:35,Walk-in,FB_Q1,End User,2BHK,3000000,13000000,84,E30,P2,SkyHeights,Bengaluru
L006865,18-09-2024 00:45,Google Ads,Google_Search,End User,3BHK,3000000,13000000,26,E24,P5,PalmResidency,Pune
L006866,04-04-2025 04:47,99acres,FB_Q2,End User,Villa,8000000,8000000,67,E10,P5,PalmResidency,Pune
L006867,25-01-2025 02:39,Google Ads,Organic,End User,Villa,6000000,6000000,26,E21,P1,GreenVista,Bengaluru
L006868,01-04-2025 02:35,Referral,Referral_Partner,End User,2BHK,4500000,13000000,87,E18,P2,SkyHeights,Bengaluru
L006869,26-04-2025 00:52,Referral,Organic,End User,Villa,3000000,8000000,44,E07,P3,LakeFront,Hyderabad
L006870,17-09-2024 20:10,Google Ads,FB_Q2,End User,Villa,3000000,10000000,22,E12,P4,UrbanNest,Pune
L006871,11-06-2025 02:58,MagicBricks,Google_Search,End User,3BHK,6000000,10000000,89,E18,P4,UrbanNest,Pune
L006872,30-09-2024 01:53,MagicBricks,Google_Search,Investor,2BHK,6000000,13000000,69,E30,P4,UrbanNest,Pune
L006873,05-01-2025 18:39,99acres,Google_Search,End User,2BHK,3000000,10000000,32,E30,P4,UrbanNest,Pune
L006874,12-07-2024 01:50,Referral,Referral_Partner,End User,2BHK,3000000,13000000,20,E04,P4,UrbanNest,Pune
L006875,15-04-2024 00:48,Facebook Ads,Organic,End User,3BHK,3000000,8000000,27,E16,P4,UrbanNest,Pune
L006876,04-08-2024 13:24,Walk-in,FB_Q2,End User,3BHK,6000000,13000000,43,E24,P2,SkyHeights,Bengaluru
L006877,02-10-2024 18:21,MagicBricks,Organic,End User,3BHK,6000000,6000000,57,E24,P4,UrbanNest,Pune
L006878,02-12-2024 17:57,Google Ads,Organic,End User,Villa,4500000,8000000,57,E13,P4,UrbanNest,Pune
L006879,28-10-2024 09:57,MagicBricks,FB_Q2,Investor,2BHK,4500000,6000000,27,E19,P1,GreenVista,Bengaluru
L006880,04-05-2024 15:42,Walk-in,FB_Q2,End User,2BHK,6000000,10000000,51,E27,P2,SkyHeights,Bengaluru
L006881,14-02-2025 09:02,MagicBricks,Organic,End User,Villa,6000000,13000000,89,E13,P1,GreenVista,Bengaluru
L006882,16-05-2025 20:00,MagicBricks,FB_Q2,Investor,Villa,3000000,10000000,75,E19,P5,PalmResidency,Pune
L006883,15-06-2025 11:25,Google Ads,Organic,End User,2BHK,8000000,6000000,84,E25,P2,SkyHeights,Bengaluru
L006884,26-05-2024 10:08,MagicBricks,FB_Q2,End User,2BHK,6000000,13000000,90,E18,P2,SkyHeights,Bengaluru
L006885,01-01-2024 02:27,MagicBricks,Referral_Partner,End User,Villa,6000000,8000000,52,E24,P2,SkyHeights,Bengaluru
L006886,02-11-2024 02:30,Walk-in,Referral_Partner,End User,Villa,8000000,10000000,20,E11,P5,PalmResidency,Pune
L006887,24-02-2024 15:43,Google Ads,FB_Q2,End User,Villa,4500000,6000000,85,E16,P3,LakeFront,Hyderabad
L006888,15-10-2024 16:17,99acres,FB_Q1,End User,2BHK,6000000,10000000,69,E01,P4,UrbanNest,Pune
L006889,11-02-2025 02:40,MagicBricks,Referral_Partner,End User,Villa,8000000,6000000,65,E02,P4,UrbanNest,Pune
L006890,07-06-2025 15:12,99acres,Organic,End User,Villa,6000000,8000000,70,E18,P1,GreenVista,Bengaluru
L006891,01-03-2025 15:20,Facebook Ads,FB_Q1,End User,Villa,4500000,10000000,84,E28,P2,SkyHeights,Bengaluru
L006892,23-06-2024 19:32,MagicBricks,Google_Search,Investor,Villa,4500000,10000000,50,E10,P5,PalmResidency,Pune
L006893,13-11-2024 13:50,Referral,Referral_Partner,End User,Villa,6000000,13000000,45,E03,P4,UrbanNest,Pune
L006894,15-08-2024 12:09,99acres,Organic,End User,Villa,6000000,10000000,2,E07,P1,GreenVista,Bengaluru
L006895,28-02-2024 11:42,Referral,Google_Search,End User,Villa,8000000,13000000,99,E02,P4,UrbanNest,Pune
L006896,29-09-2024 14:59,Walk-in,FB_Q2,End User,Villa,3000000,6000000,74,E17,P2,SkyHeights,Bengaluru
L006897,07-03-2025 10:39,MagicBricks,Referral_Partner,End User,2BHK,6000000,6000000,59,E18,P1,GreenVista,Bengaluru
L006898,05-09-2024 22:52,Referral,Organic,End User,3BHK,4500000,8000000,3,E08,P1,GreenVista,Bengaluru
L006899,21-04-2025 05:39,Walk-in,Organic,End User,3BHK,3000000,6000000,31,E05,P2,SkyHeights,Bengaluru
L006900,06-04-2025 02:25,Referral,Organic,End User,2BHK,8000000,8000000,93,E07,P1,GreenVista,Bengaluru
L006901,05-01-2025 17:10,99acres,Organic,End User,Villa,3000000,6000000,4,E16,P2,SkyHeights,Bengaluru
L006902,02-01-2025 01:56,Google Ads,Google_Search,End User,3BHK,8000000,13000000,87,E20,P4,UrbanNest,Pune
L006903,12-01-2025 09:48,MagicBricks,FB_Q2,End User,Villa,3000000,10000000,81,E17,P1,GreenVista,Bengaluru
L006904,02-02-2025 03:25,Google Ads,Referral_Partner,End User,3BHK,4500000,8000000,69,E22,P3,LakeFront,Hyderabad
L006905,21-10-2024 04:55,Walk-in,Organic,End User,3BHK,8000000,13000000,2,E16,P2,SkyHeights,Bengaluru
L006906,18-06-2024 00:03,Walk-in,FB_Q2,End User,2BHK,4500000,13000000,56,E10,P1,GreenVista,Bengaluru
L006907,19-05-2025 20:43,MagicBricks,FB_Q1,Investor,Villa,8000000,6000000,17,E14,P3,LakeFront,Hyderabad
L006908,16-04-2025 14:59,Facebook Ads,Google_Search,End User,3BHK,6000000,8000000,86,E09,P5,PalmResidency,Pune
L006909,01-06-2025 00:52,MagicBricks,FB_Q1,End User,3BHK,4500000,6000000,19,E19,P3,LakeFront,Hyderabad
L006910,24-01-2025 12:39,Google Ads,Organic,End User,2BHK,6000000,13000000,80,E05,P4,UrbanNest,Pune
L006911,27-02-2025 08:46,Walk-in,Google_Search,End User,3BHK,4500000,13000000,47,E28,P1,GreenVista,Bengaluru
L006912,11-09-2024 12:19,Facebook Ads,Referral_Partner,Investor,2BHK,6000000,10000000,93,E12,P3,LakeFront,Hyderabad
L006913,01-11-2024 23:37,Referral,Organic,End User,2BHK,4500000,13000000,67,E16,P5,PalmResidency,Pune
L006914,31-03-2024 02:36,99acres,FB_Q2,End User,2BHK,8000000,6000000,53,E08,P4,UrbanNest,Pune
L006915,17-08-2024 15:49,Google Ads,FB_Q2,End User,Villa,8000000,13000000,79,E23,P5,PalmResidency,Pune
L006916,26-02-2024 01:50,MagicBricks,Google_Search,End User,2BHK,4500000,10000000,88,E19,P2,SkyHeights,Bengaluru
L006917,25-01-2025 04:43,Google Ads,Organic,End User,2BHK,4500000,8000000,12,E19,P2,SkyHeights,Bengaluru
L006918,24-01-2024 01:08,Google Ads,Google_Search,End User,2BHK,3000000,13000000,3,E10,P5,PalmResidency,Pune
L006919,17-04-2025 04:08,99acres,Organic,Investor,2BHK,4500000,8000000,41,E29,P4,UrbanNest,Pune
L006920,06-10-2024 12:18,Walk-in,FB_Q1,End User,3BHK,6000000,10000000,13,E16,P2,SkyHeights,Bengaluru
L006921,21-10-2024 16:42,Facebook Ads,Google_Search,End User,2BHK,8000000,8000000,18,E24,P2,SkyHeights,Bengaluru
L006922,11-10-2024 12:50,Referral,FB_Q2,Investor,Villa,3000000,13000000,92,E06,P2,SkyHeights,Bengaluru
L006923,29-04-2025 20:34,Referral,Referral_Partner,End User,3BHK,6000000,10000000,74,E08,P2,SkyHeights,Bengaluru
L006924,31-10-2024 08:49,Facebook Ads,Google_Search,Investor,Villa,6000000,10000000,84,E02,P3,LakeFront,Hyderabad
L006925,13-01-2025 06:55,99acres,FB_Q1,Investor,2BHK,3000000,6000000,42,E23,P5,PalmResidency,Pune
L006926,13-02-2024 18:43,MagicBricks,FB_Q1,End User,Villa,3000000,13000000,23,E29,P2,SkyHeights,Bengaluru
L006927,10-01-2024 00:51,Google Ads,FB_Q2,End User,2BHK,3000000,6000000,33,E15,P3,LakeFront,Hyderabad
L006928,18-12-2024 12:23,MagicBricks,Referral_Partner,End User,2BHK,3000000,10000000,1,E05,P2,SkyHeights,Bengaluru
L006929,02-04-2024 19:08,Referral,FB_Q1,End User,3BHK,8000000,8000000,92,E13,P1,GreenVista,Bengaluru
L006930,07-01-2025 06:55,Facebook Ads,FB_Q2,End User,Villa,3000000,6000000,59,E17,P3,LakeFront,Hyderabad
L006931,15-04-2025 04:17,Google Ads,Google_Search,End User,3BHK,4500000,10000000,23,E02,P4,UrbanNest,Pune
L006932,26-02-2025 14:09,Google Ads,FB_Q2,End User,2BHK,4500000,8000000,69,E20,P3,LakeFront,Hyderabad
L006933,05-12-2024 06:43,Referral,Organic,Investor,3BHK,4500000,10000000,21,E30,P1,GreenVista,Bengaluru
L006934,22-12-2024 12:25,99acres,FB_Q1,End User,Villa,6000000,6000000,10,E04,P4,UrbanNest,Pune
L006935,02-12-2024 23:54,Google Ads,Referral_Partner,End User,3BHK,4500000,8000000,78,E10,P5,PalmResidency,Pune
L006936,07-08-2024 08:31,MagicBricks,Referral_Partner,End User,2BHK,3000000,13000000,17,E12,P2,SkyHeights,Bengaluru
L006937,19-05-2024 09:26,99acres,Referral_Partner,Investor,3BHK,3000000,6000000,37,E30,P1,GreenVista,Bengaluru
L006938,24-07-2024 17:02,Referral,Referral_Partner,Investor,3BHK,6000000,13000000,21,E10,P3,LakeFront,Hyderabad
L006939,27-04-2024 12:50,99acres,FB_Q2,End User,Villa,4500000,6000000,14,E02,P3,LakeFront,Hyderabad
L006940,15-03-2025 11:04,Walk-in,FB_Q1,Investor,2BHK,4500000,8000000,55,E21,P5,PalmResidency,Pune
L006941,10-02-2024 19:14,Walk-in,FB_Q2,End User,3BHK,6000000,10000000,90,E17,P4,UrbanNest,Pune
L006942,12-11-2024 06:36,MagicBricks,Google_Search,End User,3BHK,6000000,10000000,39,E10,P3,LakeFront,Hyderabad
L006943,27-06-2024 08:56,Walk-in,Referral_Partner,Investor,Villa,3000000,10000000,50,E03,P4,UrbanNest,Pune
L006944,25-04-2024 23:24,Facebook Ads,Organic,End User,3BHK,8000000,8000000,77,E20,P4,UrbanNest,Pune
L006945,09-12-2024 18:50,Walk-in,Google_Search,End User,3BHK,8000000,6000000,75,E24,P3,LakeFront,Hyderabad
L006946,11-03-2024 03:18,99acres,Organic,End User,Villa,8000000,13000000,15,E09,P3,LakeFront,Hyderabad
L006947,05-01-2024 22:25,99acres,Referral_Partner,End User,2BHK,8000000,8000000,88,E04,P3,LakeFront,Hyderabad
L006948,16-06-2024 06:03,Referral,FB_Q1,End User,2BHK,3000000,6000000,62,E02,P5,PalmResidency,Pune
